      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page    1
CALSFEB27   .ELWA  .   1  Disk= 2    SN Table version   2
Title: AIPS UV DATA FILE SOLUTION TABLE
 
Created by      FRING on 05-MAR-2018 13:24:25
Last written by FRING on 05-MAR-2018 15:14:49
Ncol 26  Nrow 2222    Sort cols:
    Table has     8 keyword-value pairs:
   NO_ANT   =           52
   NO_POL   =            2
   NO_IF    =            1
   NO_NODES =            0
   MGMOD    =  1.0000000000000D+00
   APPLIED  =  F
   REVISION =           11
   SNORIGIN =            0
   Table can be written as a FITS ASCII table
 
COL. NO.       1           2          3          4         5        6        7         8        9        10       11       12
     ROW  TIME        TIME INTER  SOURCE ID  ANTENNA   SUBARRAY  FREQ ID  I.FAR.R  NODE NO.  MBDELAY  DISP 1   DDISP 1  REAL1
  NUMBER  D/HMS       D/HMS                                               RAD/M**2           SECONDS  SEC/M**2 S/S/M**2
 
     786  06:32:54.5  00:01:04.0      3         20         1        1       0.000      0       0.000    0.000    0.000  -0.9061
     787  06:32:54.5  00:01:04.0      3         23         1        1       0.000      0       0.000    0.000    0.000   0.9582
     788  06:32:54.5  00:01:04.0      3         24         1        1       0.000      0       0.000    0.000    0.000  -0.5477
     789  06:32:54.5  00:01:04.0      3         25         1        1       0.000      0       0.000    0.000    0.000   0.5640
     790  06:32:54.5  00:01:04.0      3         27         1        1       0.000      0       0.000    0.000    0.000  -0.9482
     791  06:32:54.5  00:01:04.0      3         51         1        1       0.000      0       0.000    0.000    0.000   1.0000
     792  06:32:54.5  00:01:04.0      3         52         1        1       0.000      0       0.000    0.000    0.000  -0.1333
     793  06:41:06.5  00:00:02.0      3          1         1        1       0.000      0       0.000    0.000    0.000   0.9834
     794  06:41:06.5  00:00:02.0      3          2         1        1       0.000      0       0.000    0.000    0.000   0.8074
     795  06:41:06.5  00:00:02.0      3          3         1        1       0.000      0       0.000    0.000    0.000   0.6105
     796  06:41:06.5  00:00:02.0      3          4         1        1       0.000      0       0.000    0.000    0.000  -0.5194
     797  06:41:06.5  00:00:02.0      3          5         1        1       0.000      0       0.000    0.000    0.000   0.7887
     798  06:41:06.5  00:00:02.0      3          6         1        1       0.000      0       0.000    0.000    0.000   0.8847
     799  06:41:06.5  00:00:02.0      3          7         1        1       0.000      0       0.000    0.000    0.000  -0.6367
     800  06:41:06.5  00:00:02.0      3          8         1        1       0.000      0       0.000    0.000    0.000   0.3358
     801  06:41:06.5  00:00:02.0      3          9         1        1       0.000      0       0.000    0.000    0.000  -0.8120
     802  06:41:06.5  00:00:02.0      3         10         1        1       0.000      0       0.000    0.000    0.000   0.4423
     803  06:41:06.5  00:00:02.0      3         11         1        1       0.000      0       0.000    0.000    0.000  -0.2688
     804  06:41:06.5  00:00:02.0      3         12         1        1       0.000      0       0.000    0.000    0.000   0.8694
     805  06:41:06.5  00:00:02.0      3         14         1        1       0.000      0       0.000    0.000    0.000   0.1242
     806  06:41:06.5  00:00:02.0      3         18         1        1       0.000      0       0.000    0.000    0.000   0.9664
     807  06:41:06.5  00:00:02.0      3         19         1        1       0.000      0       0.000    0.000    0.000   0.9187
      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page   16
     ROW  TIME        TIME INTER  SOURCE ID  ANTENNA   SUBARRAY  FREQ ID  I.FAR.R  NODE NO.  MBDELAY  DISP 1   DDISP 1  REAL1
  NUMBER  D/HMS       D/HMS                                               RAD/M**2           SECONDS  SEC/M**2 S/S/M**2
 
     808  06:41:06.5  00:00:02.0      3         20         1        1       0.000      0       0.000    0.000    0.000  -0.8367
     809  06:41:06.5  00:00:02.0      3         23         1        1       0.000      0       0.000    0.000    0.000   0.5623
     810  06:41:06.5  00:00:02.0      3         24         1        1       0.000      0       0.000    0.000    0.000  -0.8939
     811  06:41:06.5  00:00:02.0      3         25         1        1       0.000      0       0.000    0.000    0.000  -0.6822
     812  06:41:06.5  00:00:02.0      3         27         1        1       0.000      0       0.000    0.000    0.000  -0.9840
     813  06:41:06.5  00:00:02.0      3         51         1        1       0.000      0       0.000    0.000    0.000   1.0000
     814  06:41:06.5  00:00:02.0      3         52         1        1       0.000      0       0.000    0.000    0.000     INDE
     815  06:41:40.0  00:01:03.0      3          1         1        1       0.000      0       0.000    0.000    0.000     INDE
     816  06:41:40.0  00:01:03.0      3          2         1        1       0.000      0       0.000    0.000    0.000     INDE
     817  06:41:40.0  00:01:03.0      3          3         1        1       0.000      0       0.000    0.000    0.000     INDE
     818  06:41:40.0  00:01:03.0      3          4         1        1       0.000      0       0.000    0.000    0.000     INDE
     819  06:41:40.0  00:01:03.0      3          5         1        1       0.000      0       0.000    0.000    0.000     INDE
     820  06:41:40.0  00:01:03.0      3          6         1        1       0.000      0       0.000    0.000    0.000     INDE
     821  06:41:40.0  00:01:03.0      3          7         1        1       0.000      0       0.000    0.000    0.000     INDE
     822  06:41:40.0  00:01:03.0      3          8         1        1       0.000      0       0.000    0.000    0.000     INDE
     823  06:41:40.0  00:01:03.0      3          9         1        1       0.000      0       0.000    0.000    0.000     INDE
     824  06:41:40.0  00:01:03.0      3         10         1        1       0.000      0       0.000    0.000    0.000     INDE
     825  06:41:40.0  00:01:03.0      3         11         1        1       0.000      0       0.000    0.000    0.000     INDE
     826  06:41:40.0  00:01:03.0      3         12         1        1       0.000      0       0.000    0.000    0.000     INDE
     827  06:41:40.0  00:01:03.0      3         14         1        1       0.000      0       0.000    0.000    0.000     INDE
     828  06:41:40.0  00:01:03.0      3         18         1        1       0.000      0       0.000    0.000    0.000     INDE
     829  06:41:40.0  00:01:03.0      3         19         1        1       0.000      0       0.000    0.000    0.000     INDE
     830  06:41:40.0  00:01:03.0      3         20         1        1       0.000      0       0.000    0.000    0.000     INDE
     831  06:41:40.0  00:01:03.0      3         23         1        1       0.000      0       0.000    0.000    0.000     INDE
     832  06:41:40.0  00:01:03.0      3         24         1        1       0.000      0       0.000    0.000    0.000     INDE
     833  06:41:40.0  00:01:03.0      3         25         1        1       0.000      0       0.000    0.000    0.000     INDE
     834  06:41:40.0  00:01:03.0      3         27         1        1       0.000      0       0.000    0.000    0.000     INDE
     835  06:41:40.0  00:01:03.0      3         51         1        1       0.000      0       0.000    0.000    0.000     INDE
     836  06:41:40.0  00:01:03.0      3         52         1        1       0.000      0       0.000    0.000    0.000     INDE
     837  06:42:44.0  00:01:03.0      3          1         1        1       0.000      0       0.000    0.000    0.000   0.9637
     838  06:42:44.0  00:01:03.0      3          2         1        1       0.000      0       0.000    0.000    0.000  -0.4960
     839  06:42:44.0  00:01:03.0      3          3         1        1       0.000      0       0.000    0.000    0.000  -0.1102
     840  06:42:44.0  00:01:03.0      3          4         1        1       0.000      0       0.000    0.000    0.000   0.4661
     841  06:42:44.0  00:01:03.0      3          5         1        1       0.000      0       0.000    0.000    0.000   0.9468
     842  06:42:44.0  00:01:03.0      3          6         1        1       0.000      0       0.000    0.000    0.000   0.5745
     843  06:42:44.0  00:01:03.0      3          7         1        1       0.000      0       0.000    0.000    0.000  -0.9847
     844  06:42:44.0  00:01:03.0      3          8         1        1       0.000      0       0.000    0.000    0.000   0.8122
     845  06:42:44.0  00:01:03.0      3          9         1        1       0.000      0       0.000    0.000    0.000  -0.4085
     846  06:42:44.0  00:01:03.0      3         10         1        1       0.000      0       0.000    0.000    0.000  -0.1466
     847  06:42:44.0  00:01:03.0      3         11         1        1       0.000      0       0.000    0.000    0.000  -0.3766
     848  06:42:44.0  00:01:03.0      3         12         1        1       0.000      0       0.000    0.000    0.000   0.2774
     849  06:42:44.0  00:01:03.0      3         14         1        1       0.000      0       0.000    0.000    0.000   0.6744
     850  06:42:44.0  00:01:03.0      3         18         1        1       0.000      0       0.000    0.000    0.000   0.9536
     851  06:42:44.0  00:01:03.0      3         19         1        1       0.000      0       0.000    0.000    0.000  -0.6809
     852  06:42:44.0  00:01:03.0      3         20         1        1       0.000      0       0.000    0.000    0.000  -0.9994
     853  06:42:44.0  00:01:03.0      3         23         1        1       0.000      0       0.000    0.000    0.000  -0.9254
     854  06:42:44.0  00:01:03.0      3         24         1        1       0.000      0       0.000    0.000    0.000  -0.7102
     855  06:42:44.0  00:01:03.0      3         25         1        1       0.000      0       0.000    0.000    0.000  -0.1431
     856  06:42:44.0  00:01:03.0      3         27         1        1       0.000      0       0.000    0.000    0.000  -0.7979
     857  06:42:44.0  00:01:03.0      3         51         1        1       0.000      0       0.000    0.000    0.000   1.0000
     858  06:42:44.0  00:01:03.0      3         52         1        1       0.000      0       0.000    0.000    0.000   0.7278
     859  06:43:47.5  00:01:02.0      3          1         1        1       0.000      0       0.000    0.000    0.000     INDE
     860  06:43:47.5  00:01:02.0      3          2         1        1       0.000      0       0.000    0.000    0.000     INDE
     861  06:43:47.5  00:01:02.0      3          3         1        1       0.000      0       0.000    0.000    0.000     INDE
     862  06:43:47.5  00:01:02.0      3          4         1        1       0.000      0       0.000    0.000    0.000     INDE
      localhos   PRTAB(31DEC16)    1555               05-MAR-2018   21:49:22               Page   17
     ROW  TIME        TIME INTER  SOURCE ID  ANTENNA   SUBARRAY  FREQ ID  I.FAR.R  NODE NO.  MBDELAY  DISP 1   DDISP 1  REAL1
  NUMBER  D/HMS       D/HMS                                               RAD/M**2           SECONDS  SEC/M**2 S/S/M**2
 
     863  06:43:47.5  00:01:02.0      3          5         1        1       0.000      0       0.000    0.000    0.000     INDE
     864  06:43:47.5  00:01:02.0      3          6         1        1       0.000      0       0.000    0.000    0.000     INDE
